Arbitrage Opportunity: Chain = [('ETHTRY', 'sell'), ('ARBTRY', 'buy'), ('ARBETH', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('BANANATRY', 'buy'), ('BANANABTC', 'sell')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('SUSHITRY', 'buy'), ('SUSHIBTC', 'sell')], Profit Ratio = 1.0060
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('DOTTRY', 'buy'), ('DOTBTC', 'sell')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('ARTRY', 'buy'), ('ARBTC', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('PYTHTRY', 'buy'), ('PYTHBTC', 'sell')], Profit Ratio = 1.0101
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('UMATRY', 'buy'), ('UMABTC', 'sell')], Profit Ratio = 1.0073
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('ACATRY', 'buy'), ('ACABTC', 'sell')], Profit Ratio = 1.0130
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('GMTTRY', 'buy'), ('GMTBTC', 'sell')], Profit Ratio = 1.0047
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('ETCTRY', 'buy'), ('ETCBTC', 'sell')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('LPTTRY', 'buy'), ('LPTBTC', 'sell')], Profit Ratio = 1.0105
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('SKLTRY', 'buy'), ('SKLBTC', 'sell')], Profit Ratio = 1.0120
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('ARPATRY', 'buy'), ('ARPABTC', 'sell')], Profit Ratio = 1.0278
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('CHZTRY', 'buy'), ('CHZBTC', 'sell')], Profit Ratio = 1.0066
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('BELTRY', 'buy'), ('BELBTC', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('QTUMTRY', 'buy'), ('QTUMBTC', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('YGGTRY', 'buy'), ('YGGBTC', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('PEOPLETRY', 'buy'), ('PEOPLEBTC', 'sell')], Profit Ratio = 1.0461
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('GASTRY', 'buy'), ('GASBTC', 'sell')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('RENDERTRY', 'buy'), ('RENDERBTC', 'sell')], Profit Ratio = 1.0065
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('IOTATRY', 'buy'), ('IOTABTC', 'sell')], Profit Ratio = 1.0087
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('STRKTRY', 'buy'), ('STRKBTC', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('STRAXTRY', 'buy'), ('STRAXBTC', 'sell')], Profit Ratio = 1.0115
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('PHBTRY', 'buy'), ('PHBBTC', 'sell')], Profit Ratio = 1.0087
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('CFXTRY', 'buy'), ('CFXBTC', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('BCHTRY', 'buy'), ('BCHBTC', 'sell')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('SXPTRY', 'buy'), ('SXPBTC', 'sell')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('RARETRY', 'buy'), ('RAREBTC', 'sell')], Profit Ratio = 1.0082
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('CELOTRY', 'buy'), ('CELOBTC', 'sell')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('ALICETRY', 'buy'), ('ALICEBTC', 'sell')], Profit Ratio = 1.2673
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('ALTTRY', 'buy'), ('ALTBTC', 'sell')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('STORJTRY', 'buy'), ('STORJBTC', 'sell')], Profit Ratio = 1.0101
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('MBOXTRY', 'buy'), ('MBOXBTC', 'sell')], Profit Ratio = 1.2543
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('PHATRY', 'buy'), ('PHABTC', 'sell')], Profit Ratio = 1.0079
Arbitrage Opportunity: Chain = [('BTCTRY', 'sell'), ('DYDXTRY', 'buy'), ('DYDXBTC', 'sell')], Profit Ratio = 1.0096
Arbitrage Opportunity: Chain = [('ACHBTC', 'buy'), ('ACHUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0116
Arbitrage Opportunity: Chain = [('ACHBTC', 'buy'), ('ACHTRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0120
Arbitrage Opportunity: Chain = [('DOGEBTC', 'buy'), ('DOGEUSDC', 'sell'), ('BTCUSDC', 'buy')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('DOGEBTC', 'buy'), ('DOGEUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0038
Arbitrage Opportunity: Chain = [('DOGEBTC', 'buy'), ('DOGEEUR', 'sell'), ('BTCEUR', 'buy')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('DOGEBTC', 'buy'), ('DOGETRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('DOGEBTC', 'buy'), ('DOGEFDUSD', 'sell'), ('BTCFDUSD', 'buy')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('DATABTC', 'buy'), ('DATAUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('SANDBTC', 'buy'), ('SANDUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('1INCHBTC', 'buy'), ('1INCHUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0030
Arbitrage Opportunity: Chain = [('DODOBTC', 'buy'), ('DODOUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0084
Arbitrage Opportunity: Chain = [('MAVBTC', 'buy'), ('MAVUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0100
Arbitrage Opportunity: Chain = [('MAVBTC', 'buy'), ('MAVTRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0068
Arbitrage Opportunity: Chain = [('BTCEUR', 'sell'), ('GMTEUR', 'buy'), ('GMTBTC', 'sell')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('BTCEUR', 'sell'), ('ADAEUR', 'buy'), ('ADABTC', 'sell')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('BTCEUR', 'sell'), ('SEUR', 'buy'), ('SBTC', 'sell')], Profit Ratio = 1.0065
Arbitrage Opportunity: Chain = [('BTCEUR', 'sell'), ('APTEUR', 'buy'), ('APTBTC', 'sell')], Profit Ratio = 1.0060
Arbitrage Opportunity: Chain = [('BTCEUR', 'sell'), ('XLMEUR', 'buy'), ('XLMBTC', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('BTCEUR', 'sell'), ('RENDEREUR', 'buy'), ('RENDERBTC', 'sell')], Profit Ratio = 1.0061
Arbitrage Opportunity: Chain = [('BTCEUR', 'sell'), ('EGLDEUR', 'buy'), ('EGLDBTC', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('BTCEUR', 'sell'), ('DOTEUR', 'buy'), ('DOTBTC', 'sell')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('BTCEUR', 'sell'), ('WIFEUR', 'buy'), ('WIFBTC', 'sell')], Profit Ratio = 1.0110
Arbitrage Opportunity: Chain = [('LSKBTC', 'buy'), ('LSKUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('POWRBTC', 'buy'), ('POWRUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('CYBERBTC', 'buy'), ('CYBERUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('CYBERBTC', 'buy'), ('CYBERTRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('DIABTC', 'buy'), ('DIAUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0098
Arbitrage Opportunity: Chain = [('DASHBTC', 'buy'), ('DASHETH', 'sell'), ('ETHBTC', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('EGLDBTC', 'buy'), ('EGLDUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('EGLDBTC', 'buy'), ('EGLDETH', 'sell'), ('ETHBTC', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('STXBTC', 'buy'), ('STXUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('PONDBTC', 'buy'), ('PONDUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('BANDBTC', 'buy'), ('BANDUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('KAITOBTC', 'buy'), ('KAITOBRL', 'sell'), ('BTCBRL', 'buy')], Profit Ratio = 1.0128
Arbitrage Opportunity: Chain = [('KAITOBTC', 'buy'), ('KAITOUSDC', 'sell'), ('BTCUSDC', 'buy')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('BTCTUSD', 'sell'), ('ARBTUSD', 'buy'), ('ARBBTC', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('BTCTUSD', 'sell'), ('SOLTUSD', 'buy'), ('SOLBTC', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('AGLDBTC', 'buy'), ('AGLDUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('OMNIBTC', 'buy'), ('OMNIUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('OMNIBTC', 'buy'), ('OMNIFDUSD', 'sell'), ('BTCFDUSD', 'buy')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('CRVBTC', 'buy'), ('CRVUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('CRVBTC', 'buy'), ('CRVUSDC', 'sell'), ('BTCUSDC', 'buy')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('CRVBTC', 'buy'), ('CRVTRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('ENSBTC', 'buy'), ('ENSUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('ENSBTC', 'buy'), ('ENSUSDC', 'sell'), ('BTCUSDC', 'buy')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('ENSBTC', 'buy'), ('ENSTRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0053
Arbitrage Opportunity: Chain = [('ENSBTC', 'buy'), ('ENSFDUSD', 'sell'), ('BTCFDUSD', 'buy')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('BTCJPY', 'sell'), ('APTJPY', 'buy'), ('APTBTC', 'sell')], Profit Ratio = 1.0078
Arbitrage Opportunity: Chain = [('BTCJPY', 'sell'), ('NEARJPY', 'buy'), ('NEARBTC', 'sell')], Profit Ratio = 1.0196
Arbitrage Opportunity: Chain = [('BTCJPY', 'sell'), ('ADAJPY', 'buy'), ('ADABTC', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('BTCJPY', 'sell'), ('LINKJPY', 'buy'), ('LINKBTC', 'sell')], Profit Ratio = 1.0049
Arbitrage Opportunity: Chain = [('BTCJPY', 'sell'), ('POLJPY', 'buy'), ('POLBTC', 'sell')], Profit Ratio = 1.0087
Arbitrage Opportunity: Chain = [('BTCJPY', 'sell'), ('IOTXJPY', 'buy'), ('IOTXBTC', 'sell')], Profit Ratio = 1.0261
Arbitrage Opportunity: Chain = [('BTCJPY', 'sell'), ('SEIJPY', 'buy'), ('SEIBTC', 'sell')], Profit Ratio = 1.0070
Arbitrage Opportunity: Chain = [('BTCBRL', 'sell'), ('ADABRL', 'buy'), ('ADABTC', 'sell')], Profit Ratio = 1.0071
Arbitrage Opportunity: Chain = [('BTCBRL', 'sell'), ('LINKBRL', 'buy'), ('LINKBTC', 'sell')], Profit Ratio = 1.0070
Arbitrage Opportunity: Chain = [('BTCBRL', 'sell'), ('RENDERBRL', 'buy'), ('RENDERBTC', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('BTCBRL', 'sell'), ('POLBRL', 'buy'), ('POLBTC', 'sell')], Profit Ratio = 1.0048
Arbitrage Opportunity: Chain = [('BTCBRL', 'sell'), ('DOTBRL', 'buy'), ('DOTBTC', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('BTCBRL', 'sell'), ('PNUTBRL', 'buy'), ('PNUTBTC', 'sell')], Profit Ratio = 1.0414
Arbitrage Opportunity: Chain = [('BTCBRL', 'sell'), ('AVAXBRL', 'buy'), ('AVAXBTC', 'sell')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('BTCBRL', 'sell'), ('WIFBRL', 'buy'), ('WIFBTC', 'sell')], Profit Ratio = 1.0090
Arbitrage Opportunity: Chain = [('ALGOBTC', 'buy'), ('ALGOUSDC', 'sell'), ('BTCUSDC', 'buy')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('ALGOBTC', 'buy'), ('ALGOUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('SHELLFDUSD', 'buy'), ('SHELLBTC', 'sell')], Profit Ratio = 1.0038
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('GRTFDUSD', 'buy'), ('GRTBTC', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('BBFDUSD', 'buy'), ('BBBTC', 'sell')], Profit Ratio = 1.0049
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('THEFDUSD', 'buy'), ('THEBTC', 'sell')], Profit Ratio = 1.0049
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('ETHFIFDUSD', 'buy'), ('ETHFIBTC', 'sell')], Profit Ratio = 1.2188
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('BANANAFDUSD', 'buy'), ('BANANABTC', 'sell')], Profit Ratio = 1.0065
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('DOTFDUSD', 'buy'), ('DOTBTC', 'sell')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('ARFDUSD', 'buy'), ('ARBTC', 'sell')], Profit Ratio = 1.0072
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('PYTHFDUSD', 'buy'), ('PYTHBTC', 'sell')], Profit Ratio = 1.0139
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('ARKMFDUSD', 'buy'), ('ARKMBTC', 'sell')], Profit Ratio = 1.0085
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('PEOPLEFDUSD', 'buy'), ('PEOPLEBTC', 'sell')], Profit Ratio = 1.0450
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('XLMFDUSD', 'buy'), ('XLMBTC', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('AUCTIONFDUSD', 'buy'), ('AUCTIONBTC', 'sell')], Profit Ratio = 1.0057
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('STXFDUSD', 'buy'), ('STXBTC', 'sell')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('STRKFDUSD', 'buy'), ('STRKBTC', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('MOVEFDUSD', 'buy'), ('MOVEBTC', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('HIVEFDUSD', 'buy'), ('HIVEBTC', 'sell')], Profit Ratio = 1.0056
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('ALTFDUSD', 'buy'), ('ALTBTC', 'sell')], Profit Ratio = 1.0143
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('IDEXFDUSD', 'buy'), ('IDEXBTC', 'sell')], Profit Ratio = 1.2546
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('SAGAFDUSD', 'buy'), ('SAGABTC', 'sell')], Profit Ratio = 1.0072
Arbitrage Opportunity: Chain = [('BTCFDUSD', 'sell'), ('UNIFDUSD', 'buy'), ('UNIBTC', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('COTIBTC', 'buy'), ('COTIUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('COTIBTC', 'buy'), ('COTITRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('FILBTC', 'buy'), ('FILUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('RVNBTC', 'buy'), ('RVNUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0814
Arbitrage Opportunity: Chain = [('RVNBTC', 'buy'), ('RVNTRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0793
Arbitrage Opportunity: Chain = [('IOBTC', 'buy'), ('IOUSDC', 'sell'), ('BTCUSDC', 'buy')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('IOBTC', 'buy'), ('IOUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('IOBTC', 'buy'), ('IOTRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('WBTCBTC', 'buy'), ('WBTCETH', 'sell'), ('ETHBTC', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('ORDIBTC', 'buy'), ('ORDIUSDC', 'sell'), ('BTCUSDC', 'buy')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('ORDIBTC', 'buy'), ('ORDIUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('ORDIBTC', 'buy'), ('ORDITRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('OXTBTC', 'buy'), ('OXTUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0079
Arbitrage Opportunity: Chain = [('ZRXBTC', 'buy'), ('ZRXUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('MINABTC', 'buy'), ('MINAUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('MINABTC', 'buy'), ('MINATRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('SYSBTC', 'buy'), ('SYSUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0249
Arbitrage Opportunity: Chain = [('YGGBTC', 'buy'), ('YGGUSDC', 'sell'), ('BTCUSDC', 'buy')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('YGGBTC', 'buy'), ('YGGUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('BTCRON', 'sell'), ('USDCRON', 'buy'), ('BTCUSDC', 'buy')], Profit Ratio = 1.0089
Arbitrage Opportunity: Chain = [('BTCRON', 'sell'), ('USDTRON', 'buy'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0071
Arbitrage Opportunity: Chain = [('BTCRON', 'sell'), ('EGLDRON', 'buy'), ('EGLDBTC', 'sell')], Profit Ratio = 1.0119
Arbitrage Opportunity: Chain = [('ANKRBTC', 'buy'), ('ANKRUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0171
Arbitrage Opportunity: Chain = [('ANKRBTC', 'buy'), ('ANKRTRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0183
Arbitrage Opportunity: Chain = [('BTCZAR', 'sell'), ('ETHZAR', 'buy'), ('ETHBTC', 'sell')], Profit Ratio = 1.0055
Arbitrage Opportunity: Chain = [('XLMBTC', 'buy'), ('XLMETH', 'sell'), ('ETHBTC', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('STPTBTC', 'buy'), ('STPTUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0138
Arbitrage Opportunity: Chain = [('MANTABTC', 'buy'), ('MANTATRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('MANTABTC', 'buy'), ('MANTAFDUSD', 'sell'), ('BTCFDUSD', 'buy')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('BTCARS', 'sell'), ('SOLARS', 'buy'), ('SOLBTC', 'sell')], Profit Ratio = 1.0038
Arbitrage Opportunity: Chain = [('LDOBTC', 'buy'), ('LDOUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0039
Arbitrage Opportunity: Chain = [('LDOBTC', 'buy'), ('LDOUSDC', 'sell'), ('BTCUSDC', 'buy')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('LDOBTC', 'buy'), ('LDOTRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('LDOBTC', 'buy'), ('LDOFDUSD', 'sell'), ('BTCFDUSD', 'buy')], Profit Ratio = 1.0043
Arbitrage Opportunity: Chain = [('MOVEBTC', 'buy'), ('MOVEUSDC', 'sell'), ('BTCUSDC', 'buy')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('MOVEBTC', 'buy'), ('MOVEUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('MOVEBTC', 'buy'), ('MOVEBNB', 'sell'), ('BNBBTC', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('MOVEBTC', 'buy'), ('MOVETRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('VANRYBTC', 'buy'), ('VANRYUSDC', 'sell'), ('BTCUSDC', 'buy')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('VANRYBTC', 'buy'), ('VANRYUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0081
Arbitrage Opportunity: Chain = [('VANRYBTC', 'buy'), ('VANRYTRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('ONEBTC', 'buy'), ('ONEUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0494
Arbitrage Opportunity: Chain = [('ONEBTC', 'buy'), ('ONETRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0473
Arbitrage Opportunity: Chain = [('SNXBTC', 'buy'), ('SNXUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('SNXBTC', 'buy'), ('SNXTRY', 'sell'), ('BTCTRY', 'buy')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('SHELLUSDC', 'buy'), ('SHELLBTC', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('HEIUSDC', 'buy'), ('HEIBTC', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('ZROUSDC', 'buy'), ('ZROBTC', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('THEUSDC', 'buy'), ('THEBTC', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('ETHFIUSDC', 'buy'), ('ETHFIBTC', 'sell')], Profit Ratio = 1.2208
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('ARKMUSDC', 'buy'), ('ARKMBTC', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('CHZUSDC', 'buy'), ('CHZBTC', 'sell')], Profit Ratio = 1.0110
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('CAKEUSDC', 'buy'), ('CAKEBTC', 'sell')], Profit Ratio = 1.0039
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('PEOPLEUSDC', 'buy'), ('PEOPLEBTC', 'sell')], Profit Ratio = 1.0430
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('XTZUSDC', 'buy'), ('XTZBTC', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('STRKUSDC', 'buy'), ('STRKBTC', 'sell')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('CFXUSDC', 'buy'), ('CFXBTC', 'sell')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('RAREUSDC', 'buy'), ('RAREBTC', 'sell')], Profit Ratio = 1.0089
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('ALTUSDC', 'buy'), ('ALTBTC', 'sell')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('IDEXUSDC', 'buy'), ('IDEXBTC', 'sell')], Profit Ratio = 1.2537
Arbitrage Opportunity: Chain = [('BTCUSDC', 'sell'), ('PHAUSDC', 'buy'), ('PHABTC', 'sell')], Profit Ratio = 1.0069
Arbitrage Opportunity: Chain = [('NULSBTC', 'buy'), ('NULSUSDT', 'sell'), ('BTCUSDT', 'buy')], Profit Ratio = 1.0021
